Worksheet,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33
Analysis,SysAid Closed Tickets,nan,nan,nan,1st,2nd,3rd,nan,Simple Category Total,nan,nan,nan,Totals By Filter Criteria,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Analysis,0,0,nan,Crew Connector,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,91,18.8941773504275,nan,Doors/Gates/Windows,0,0,0,nan,0,0,0,nan,91,91,18.8941773504275,nan,0,0,0,nan,0,0,0
Analysis,2,23.928124999998545,nan,"EE, New",0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,2,2,23.928124999998545
Analysis,3,1.7655092592613073,nan,"EE, Separation",0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,3,3,1.7655092592613073
Analysis,218,22.17085244648382,nan,Electrical,0,0,0,nan,0,0,0,nan,218,218,22.17085244648382,nan,0,0,0,nan,0,0,0
Analysis,104,15.748871527778018,nan,E-Mail,104,104,15.748871527778018,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,35,6.224821428570223,nan,Intranet,0,0,0,nan,35,35,6.224821428570223,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,2,0.500000000003638,nan,HR,0,0,0,nan,0,0,0,nan,2,2,0.500000000003638,nan,0,0,0,nan,0,0,0
Analysis,197,14.352312464749264,nan,HVAC,0,0,0,nan,0,0,0,nan,197,197,14.352312464749264,nan,0,0,0,nan,0,0,0
Analysis,0,8.981944444451074,nan,Infrastructure,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,138,7.019540056360342,nan,Internet,33,33,6.277167508417871,nan,105,105,7.252857142856548,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,37,37.302327327327205,nan,Landlord,0,0,0,nan,0,0,0,nan,37,37,37.302327327327205,nan,0,0,0,nan,0,0,0
Analysis,1,10.065972222218988,nan,Marketing,0,0,0,nan,0,0,0,nan,1,1,10.065972222218988,nan,0,0,0,nan,0,0,0
Analysis,8,18.48038194444416,nan,Modem,0,0,0,nan,8,8,18.48038194444416,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,37,16.574868618617835,nan,Monitor,0,0,0,nan,37,37,16.574868618617835,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,17,10.114869281046115,nan,MS Office 200x,17,17,10.114869281046115,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,5,21.55763888889051,nan,nan,1,1,53.9909722222219,nan,1,1,7.015972222223354,nan,0,0,0,nan,3,3,15.593750000002423,nan,0,0,0
Analysis,6,5.869444444444525,nan,Network,0,0,0,nan,6,6,5.869444444444525,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,460,11.188759057970914,nan,Other,137,137,10.914106853203423,nan,159,159,5.3811277078965505,nan,153,153,17.735216957153128,nan,11,11,6.58320707070644,nan,0,0,0
Analysis,0,22.28402777777228,nan,Patch Management,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,41,3.946172086720563,nan,Phone Administration,41,41,3.946172086720563,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,14,11.042807539682792,nan,Phone System,0,0,0,nan,14,14,11.042807539682792,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,159,24.01567959468906,nan,Phones,0,0,0,nan,0,0,0,nan,159,159,24.01567959468906,nan,0,0,0,nan,0,0,0
Analysis,77,13.07338564213541,nan,PIN Pad,0,0,0,nan,77,77,13.07338564213541,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,78,13.72266737891727,nan,Plumbing,0,0,0,nan,0,0,0,nan,78,78,13.72266737891727,nan,0,0,0,nan,0,0,0
Analysis,9,8.774074074074935,nan,PM,0,0,0,nan,0,0,0,nan,9,9,8.774074074074935,nan,0,0,0,nan,0,0,0
Analysis,62,34.720911738351845,nan,Poor Service,0,0,0,nan,0,0,0,nan,0,0,0,nan,62,62,34.720911738351845,nan,0,0,0
Analysis,7,0.8813492063501535,nan,Positive,0,0,0,nan,0,0,0,nan,0,0,0,nan,7,7,0.8813492063501535,nan,0,0,0
Analysis,3,27.03657407407445,nan,Pricing (Wrong/Competitive),0,0,0,nan,0,0,0,nan,0,0,0,nan,3,3,27.03657407407445,nan,0,0,0
Analysis,63,8.133421516754703,nan,"Printer, Laser",0,0,0,nan,63,63,8.133421516754703,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,91,9.615384615384773,nan,"Printer, Network",91,91,9.615384615384773,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,53,13.681158280922077,nan,"Printer, Receipt",0,0,0,nan,53,53,13.681158280922077,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,224,2.1168650793649366,nan,"Printer, Tag",0,0,0,nan,224,224,2.1168650793649366,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,12,48.147800925924464,nan,Product (Availability/Quality),0,0,0,nan,0,0,0,nan,0,0,0,nan,12,12,48.147800925924464,nan,0,0,0
Analysis,24,20.557378472222506,nan,"Request, Hardware",24,24,20.557378472222506,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,66,23.039088804714222,nan,"Request, New Hire",60,60,24.644606481481972,nan,6,6,6.98391203703674,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,105,11.34075396825383,nan,"Request, Software",105,105,11.34075396825383,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,840,5.67114004629652,nan,Retail PRO,164,164,6.049004911924186,nan,676,676,5.579468688363178,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,48,23.750217013889145,nan,Roof,0,0,0,nan,0,0,0,nan,48,48,23.750217013889145,nan,0,0,0,nan,0,0,0
Analysis,32,17.821809895833667,nan,Scanner,0,0,0,nan,32,32,17.821809895833667,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,105,7.6013359788361745,nan,Security Administration,105,105,7.6013359788361745,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,26,11.50942841880449,nan,Sensormatic,0,0,0,nan,0,0,0,nan,26,26,11.50942841880449,nan,0,0,0,nan,0,0,0
Analysis,45,16.944737654320324,nan,Signs,0,0,0,nan,0,0,0,nan,45,45,16.944737654320324,nan,0,0,0,nan,0,0,0
Analysis,2,47.19722222222117,nan,SO's,0,0,0,nan,0,0,0,nan,0,0,0,nan,2,2,47.19722222222117,nan,0,0,0
Analysis,16,27.538585069444252,nan,Store Development,0,0,0,nan,0,0,0,nan,16,16,27.538585069444252,nan,0,0,0,nan,0,0,0
Analysis,167,14.948174484365115,nan,Store Equipment,0,0,0,nan,0,0,0,nan,167,167,14.948174484365115,nan,0,0,0,nan,0,0,0
Analysis,334,9.426151862940673,nan,Supplies,0,0,0,nan,0,0,0,nan,334,334,9.426151862940673,nan,0,0,0,nan,0,0,0
Analysis,3,24.640046296296834,nan,Tire Changing,0,0,0,nan,0,0,0,nan,0,0,0,nan,3,3,24.640046296296834,nan,0,0,0
Analysis,0,7.2305555555576575,nan,Video Server,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,17,41.12790032679657,nan,VPN,17,17,41.12790032679657,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,336,14.406909308862483,nan,Workstation,115,115,15.46820048309177,nan,221,221,13.854653720462629,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,4475,nan,nan,nan,1014,1014,11.867875438308198,nan,1717,1717,7.8853972529606,nan,1636,1636,17.65573765620769,0,103,103,30.14815938511353,nan,5,5,10.630555555556203
Analysis,nan,nan,nan,nan,IT - SSC,nan,nan,nan,IT - Stores,nan,nan,nan,Ops,nan,nan,nan,Customers,nan,nan,nan,Projects,nan,nan
Analysis,nan,nan,nan,nan,Total,Filtered,Avg Age,nan,Total,Filtered,Avg Age,nan,Total,Filtered,Avg Age,nan,Total,Filtered,Avg Age,nan,Total,Filtered,Avg Age
Analysis,921,15.420497044275622,nan,Monday,180,180,14.251878858024629,nan,344,344,6.537984496124027,nan,347,347,19.499465658021254,nan,50,50,52.430736111111756,nan,0,0,0
Analysis,884,11.594707610608458,nan,Tuesday,222,222,11.227102102102245,nan,380,380,7.33724232456136,nan,266,266,18.217643065998566,nan,15,15,5.007685185185013,nan,1,1,40.91388888889196
Analysis,1015,12.973426382047155,nan,Wednesday,244,244,14.041595514571876,nan,410,410,8.595587737127508,nan,343,343,17.80825639779736,nan,17,17,4.085702614378961,nan,1,1,6.942361111105129
Analysis,888,10.98375172047057,nan,Thursday,205,205,10.442130758807885,nan,369,369,6.529441433303241,nan,304,304,16.7752764071638,nan,7,7,14.083630952379151,nan,3,3,1.7655092592613073
Analysis,916,11.235201358563854,nan,Friday,162,162,8.700522976680343,nan,364,364,7.056190857753305,nan,376,376,16.12942338948003,nan,14,14,17.183283730159538,nan,0,0,0
Analysis,1,0,nan,Saturday,1,1,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,0,0,nan,Sunday,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0
Analysis,4625,nan,nan,nan,1014,1014,nan,nan,1867,1867,nan,nan,1636,1636,nan,nan,103,103,nan,nan,5,5,nan
Analysis,nan,nan,nan,nan,IT - SSC,nan,nan,nan,IT - Stores,nan,nan,nan,Ops,nan,nan,nan,Customers,nan,nan,nan,Projects,nan,nan
Analysis,nan,nan,nan,nan,Total,Filtered,Avg Age,nan,Total,Filtered,Avg Age,nan,Total,Filtered,Avg Age,nan,Total,Filtered,Avg Age,nan,Total,Filtered,Avg Age
Analysis,289,4.359811130334626,nan,Bob,61,61,4.852083333333896,nan,113,113,2.8088618485740344,nan,96,96,5.476490162037332,nan,19,19,4.715679824561352,nan,0,0,0
Analysis,749,10.092833036641316,nan,Sally,172,172,8.569505006459941,nan,267,267,7.28369486059099,nan,269,269,14.019663878562133,nan,36,36,8.558506944444566,nan,5,5,10.630555555556203
Analysis,2315,13.474391348692203,nan,Jill,548,548,13.044198600973345,nan,1001,1001,7.480934343434231,nan,757,757,20.756549060619687,nan,9,9,92.75887345678994,nan,0,0,0
Analysis,1272,13.877601982879266,nan,Frank,233,233,13.372845135908278,nan,486,486,7.795604709648208,nan,514,514,17.26662748594916,nan,39,39,48.018625356125995,nan,0,0,0
Analysis,4625,nan,nan,nan,1014,1014,nan,nan,1867,1867,nan,nan,1636,1636,nan,nan,103,103,nan,nan,5,5,nan
Analysis,nan,nan,nan,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Closed Tickets,#,Modify time,Request time,Category,Sub Category,Title,Status,Request user,Assigned to,Urgency,Lifespan,Open,Time,Time Slot,DoW,Month,Tech,Dept,Sub,Time,Day,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17805,2012-05-02 15:43:00,2012-05-02 15:11:00,IT - SSC,Other,SSC DL 1- Needs HR setup,Closed,SSC District Leaders,Bob,Normal,0.022222222221898846,2012-05-02 00:00:00,15:11:00,5,Wednesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17804,2012-05-03 07:14:00,2012-05-02 13:24:00,IT - Stores,Retail PRO,GRV/ Won't show old SO's,Closed,SSC Design,Bob,Normal,0.7430555555547471,2012-05-02 00:00:00,13:24:00,4,Thursday,May,1,1,1,1,1,07:00:00,09:00:00,09:00:00,11:00:00,11:00:00,13:00:00,13:00:00,15:00:00,15:00:00,17:00:00,17:00:00,19:00:00
Closed Tickets,17803,2012-05-02 13:45:00,2012-05-02 12:28:00,IT - SSC,Retail PRO,SSC Merch - need a backup of EOP APR RPRO loaded onto a server ,Closed,SSC Merchandising,Bob,Normal,0.053472222221898846,2012-05-02 00:00:00,12:28:00,3,Wednesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17798,2012-05-02 12:37:00,2012-05-02 10:30:00,IT - Stores,Timekeeping,ABQ/ Timekeeping not working,Closed,SSC Cycle Gear Direct,Bob,High,0.08819444444088731,2012-05-02 00:00:00,10:30:00,2,Wednesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17794,2012-05-02 09:33:00,2012-05-02 09:31:00,IT - Change Control,Infrastructure,Rebooting SSCIT004,Closed,SSC Operations,Bob,Normal,0.0013888888934161514,2012-05-02 00:00:00,09:31:00,2,Wednesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17792,2012-05-02 09:10:00,2012-05-02 08:39:00,IT - SSC,Retail PRO,CGD - Setup workstation for Guy,Closed,SSC Cycle Gear Direct,Bob,Normal,0.02152777777519077,2012-05-02 00:00:00,08:39:00,1,Wednesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17790,2012-05-02 12:52:00,2012-05-01 16:06:00,IT - Stores,Retail PRO,BAK - Cannot Enter vendor code in SOs,Closed,Tulsa OK .67 645,Bob,Normal,0.8652777777824667,2012-05-01 00:00:00,16:06:00,5,Wednesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17789,2012-05-01 13:55:00,2012-05-01 13:33:00,IT - Stores,Retail PRO,BAK-  unable to search inventory,Closed,Bridgeton MO .110 689,Bob,Normal,0.015277777776645962,2012-05-01 00:00:00,13:33:00,4,Tuesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17788,2012-05-01 12:36:00,2012-05-01 12:22:00,IT - Stores,Retail PRO,NEW/ error message ,Closed,San Marcos CA .35 620,Bob,Normal,0.00972222222480923,2012-05-01 00:00:00,12:22:00,3,Tuesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17787,2012-05-02 12:45:00,2012-05-01 11:46:00,Ops,Supplies,SRO/ Max Clearance Tags,Closed,Lafayette LA .116 695,Bob,Shipping,1.0409722222248092,2012-05-01 00:00:00,11:46:00,3,Wednesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17781,2012-05-01 11:36:00,2012-05-01 11:09:00,IT - Stores,Other,SSC DL 1- Needs HR setup,Closed,Jacksonville FL .72 650,Bob,Normal,0.018749999995634425,2012-05-01 00:00:00,11:09:00,3,Tuesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17780,2012-05-01 10:48:00,2012-05-01 10:27:00,IT - SSC,Phone Administration,GRV/ Won't show old SO's,Closed,SSC Operations,Bob,Normal,0.014583333329937886,2012-05-01 00:00:00,10:27:00,2,Tuesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17779,2012-05-01 11:26:00,2012-05-01 10:24:00,IT - Stores,Other,SSC Merch - need a backup of EOP APR RPRO loaded onto a server ,Closed,SSC District Leaders,Bob,Normal,0.0430555555576575,2012-05-01 00:00:00,10:24:00,2,Tuesday,May,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17776,2012-05-01 07:05:00,2012-04-30 16:54:00,IT - Stores,Workstation,ABQ/ Timekeeping not working,Closed,SSC Design,Bob,Normal,0.5909722222204437,2012-04-30 00:00:00,16:54:00,5,Tuesday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17773,2012-04-30 15:11:00,2012-04-30 15:03:00,IT - Stores,Retail PRO,Rebooting SSCIT005,Closed,SSC Merchandising,Bob,Normal,0.00555555555911269,2012-04-30 00:00:00,15:03:00,5,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17771,2012-04-30 13:01:00,2012-04-30 13:01:00,Customers,Product (Availability/Quality),CGD - Setup workstation for Guy,Closed,SSC Cycle Gear Direct,Bob,Normal,0,2012-04-30 00:00:00,13:01:00,4,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17770,2012-04-30 15:04:00,2012-04-30 12:51:00,IT - SSC,Retail PRO,BAK - Cannot Enter vendor code in SOs,Closed,SSC Operations,Bob,Normal,0.0923611111138598,2012-04-30 00:00:00,12:51:00,3,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17769,2012-05-01 10:22:00,2012-04-30 11:54:00,Ops,Store Equipment,BAK-  unable to search inventory,Closed,SSC Cycle Gear Direct,Bob,Scheduled,0.9361111111065838,2012-04-30 00:00:00,11:54:00,3,Tuesday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17768,2012-04-30 15:37:00,2012-04-30 11:37:00,IT - Stores,Timekeeping,NEW/ error message ,Closed,Tulsa OK .67 646,Bob,Normal,0.16666666666424135,2012-04-30 00:00:00,11:37:00,3,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17766,2012-04-30 11:50:00,2012-04-30 10:33:00,IT - Stores,"Printer, Tag",SRO/ Max Clearance Tags,Closed,Bridgeton MO .110 690,Bob,Normal,0.053472222221898846,2012-04-30 00:00:00,10:33:00,2,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17765,2012-04-30 10:40:00,2012-04-30 10:31:00,IT - Stores,Other,SSC DL 1- Needs HR setup,Closed,San Marcos CA .35 621,Bob,Normal,0.0062499999985448085,2012-04-30 00:00:00,10:31:00,2,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17764,2012-05-02 16:47:00,2012-04-30 10:19:00,IT - SSC,Security Administration,GRV/ Won't show old SO's,Closed,Lafayette LA .116 696,Bob,High,2.2694444444496185,2012-04-30 00:00:00,10:19:00,2,Wednesday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17762,2012-05-02 09:39:00,2012-04-30 09:56:00,Ops,Supplies,SSC Merch - need a backup of EOP APR RPRO loaded onto a server ,Closed,Jacksonville FL .72 651,Bob,Shipping,1.9881944444423425,2012-04-30 00:00:00,09:56:00,2,Wednesday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17761,2012-04-30 12:39:00,2012-04-30 09:38:00,Customers,Tire Changing,ABQ/ Timekeeping not working,Closed,SSC Operations,Bob,Contact Made,0.12569444444670808,2012-04-30 00:00:00,09:38:00,2,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17760,2012-04-30 09:49:00,2012-04-30 09:36:00,IT - Stores,Retail PRO,Rebooting SSCIT006,Closed,SSC District Leaders,Bob,Normal,0.009027777778101154,2012-04-30 00:00:00,09:36:00,2,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17759,2012-04-30 10:20:00,2012-04-30 09:31:00,IT - Stores,Retail PRO,CGD - Setup workstation for Guy,Closed,SSC Design,Bob,Normal,0.034027777779556345,2012-04-30 00:00:00,09:31:00,2,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17758,2012-05-02 12:35:00,2012-04-30 09:25:00,Customers,Product (Availability/Quality),BAK - Cannot Enter vendor code in SOs,Closed,SSC Merchandising,Bob,Contact Made,2.131944444445253,2012-04-30 00:00:00,09:25:00,2,Wednesday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17756,2012-04-30 09:40:00,2012-04-30 08:44:00,IT - SSC,Workstation,BAK-  unable to search inventory,Closed,SSC Cycle Gear Direct,Bob,Emergency,0.03888888889196096,2012-04-30 00:00:00,08:44:00,1,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17751,2012-05-01 15:45:00,2012-04-27 16:18:00,Ops,Store Equipment,NEW/ error message ,Closed,SSC Operations,Bob,Scheduled,3.977083333331393,2012-04-27 00:00:00,16:18:00,5,Tuesday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17748,2012-04-30 07:10:00,2012-04-27 12:50:00,IT - Stores,Other,SRO/ Max Clearance Tags,Closed,SSC Cycle Gear Direct,Bob,Normal,2.7638888888905058,2012-04-27 00:00:00,12:50:00,3,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17747,2012-04-27 11:31:00,2012-04-27 11:31:00,Ops,HVAC,SSC DL 1- Needs HR setup,Closed,Tulsa OK .67 647,Bob,Normal,0,2012-04-27 00:00:00,11:31:00,3,Friday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17746,2012-04-27 11:41:00,2012-04-27 10:18:00,IT - Stores,PIN Pad,GRV/ Won't show old SO's,Closed,Bridgeton MO .110 691,Bob,Normal,0.057638888887595385,2012-04-27 00:00:00,10:18:00,2,Friday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17745,2012-04-30 14:13:00,2012-04-27 09:48:00,Ops,HVAC,SSC Merch - need a backup of EOP APR RPRO loaded onto a server ,Closed,San Marcos CA .35 622,Bob,Scheduled,3.1840277777810115,2012-04-27 00:00:00,09:48:00,2,Monday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17744,2012-04-27 08:55:00,2012-04-27 08:51:00,Ops,Phones,ABQ/ Timekeeping not working,Closed,Lafayette LA .116 697,Bob,Normal,0.002777777779556345,2012-04-27 00:00:00,08:51:00,1,Friday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17742,2012-04-27 16:13:00,2012-04-26 18:22:00,Customers,Poor Service,Rebooting SSCIT007,Closed,Jacksonville FL .72 652,Bob,Contact Made,0.9104166666656965,2012-04-26 00:00:00,18:22:00,6,Friday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17740,2012-04-27 15:10:00,2012-04-26 14:51:00,IT - SSC,Other,CGD - Setup workstation for Guy,Closed,SSC Operations,Bob,Normal,1.0131944444437977,2012-04-26 00:00:00,14:51:00,4,Friday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17739,2012-04-27 11:11:00,2012-04-26 13:11:00,IT - Stores,Retail PRO,BAK - Cannot Enter vendor code in SOs,Closed,SSC District Leaders,Bob,High,0.9166666666642413,2012-04-26 00:00:00,13:11:00,4,Friday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17737,2012-04-26 12:32:00,2012-04-26 12:23:00,IT - Stores,Other,BAK-  unable to search inventory,Closed,SSC Design,Bob,Normal,0.0062499999985448085,2012-04-26 00:00:00,12:23:00,3,Thursday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Closed Tickets,17734,2012-04-27 13:45:00,2012-04-26 11:33:00,Ops,Supplies,NEW/ error message ,Closed,SSC Merchandising,Bob,Shipping,1.0916666666671517,2012-04-26 00:00:00,11:33:00,3,Friday,Apr,1,1,1,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
